idTerytWojewodztwo,Województwo,idTerytPowiat,Powiat,idRodzajPlacowki,Rodzaj Placowki,idPublicznosc,Publiczność,idTypPodmiotu,Typ Podmiotu,idTypOddzialu,Typ Oddziału,idKlasa,Klasa,Liczba oddziałów,Liczba uczniów pobyt legalny
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,48,156
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,49,144
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,15,42
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,11,Oddział przygotowawczy,.,,2,36
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,10,21
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,16,26
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,9,15
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,6,7
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,11,Oddział przygotowawczy,.,,2,39
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,27,Liceum sztuk plastycznych,10,Podstawowe,4,I,2,8
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,27,Liceum sztuk plastycznych,10,Podstawowe,5,II,3,6
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,27,Liceum sztuk plastycznych,10,Podstawowe,7,IV,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,133,371
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,4,I,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,11,37
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,3,5
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,2,6
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,16,sem. I,2,6
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,19,sem. IV,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,22,sem. VII,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,4,I,15,115
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,5,II,17,74
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,6,III,15,46
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,7,IV,3,3
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,23,135
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,16,128
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,18,sem. III,10,36
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,19,sem. IV,8,28
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,81,Punkt przedszkolny,10,Podstawowe,24,Wychowanie przedszkolne,1,3
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,7,21
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,6,14
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,4,6
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,26,48
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,34,56
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,35,56
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,35,71
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,30,60
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,30,66
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,26,59
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,27,72
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,28,55
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,16,sem. I,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,17,sem. II,1,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,6,6
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,3,9
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,7,12
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,3,3
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,19,sem. IV,1,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,32,119
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,26,51
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,19,23
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,7,IV,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,20,Szkoła specjalna przysposabiająca do pracy,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,21,Ogólnokształcąca szkoła muzyczna I stopnia,10,Podstawowe,9,VI,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,24,Ogólnokształcąca szkoła muzyczna II stopnia,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,24,Ogólnokształcąca szkoła muzyczna II stopnia,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,16,67
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,10,32
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,9,22
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,4,I,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,5,II,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,1,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,2,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,2,3
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,1,2
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,1,1
4,KUJAWSKO-POMORSKIE,461,m. Bydgoszcz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,18,sem. III,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,23,27
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,13,17
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,12,19
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,16,23
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,13,22
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,14,31
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,13,21
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,18,36
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,11,14
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,3,5
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,6,6
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,2,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,19,Szkoła policealna,10,Podstawowe,18,sem. III,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,1,publiczna,19,Szkoła policealna,10,Podstawowe,19,sem. IV,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,18,23
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,5,II,2,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,2,4
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,11,Oddział przygotowawczy,.,,1,5
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,2,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,16,sem. I,3,109
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,17,sem. II,1,64
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,18,sem. III,1,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,19,sem. IV,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,23,sem. VIII,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,5,II,2,4
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,6,III,3,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,1,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,3,4
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,19,sem. IV,2,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,1,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,1,5
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,2,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,1,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,2,4
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,6,10
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,7,9
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,3,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,1,2
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,5,5
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,1,7
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,16,Technikum,10,Podstawowe,4,I,2,6
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,16,Technikum,10,Podstawowe,5,II,3,6
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,16,Technikum,10,Podstawowe,6,III,2,3
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,1,1
4,KUJAWSKO-POMORSKIE,462,m. Grudziądz,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,1,3
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,56,78
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,49,95
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,42,83
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,44,76
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,42,87
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,46,107
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,49,105
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,43,91
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,41,87
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,27,48
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,18,52
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,24,39
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,9,13
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,2,4
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,36,70
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,4,I,1,2
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,1,2
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,8,V,1,1
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,1,1
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,1,1
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,2,5
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,3,4
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,1,1
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,2
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,4,I,6,23
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,5,II,7,15
4,KUJAWSKO-POMORSKIE,463,m. Toruń,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,6,III,6,14
